# step,loss
181.000000,2.302585
182.000000,2.302585
183.000000,2.302585
184.000000,2.302585
185.000000,2.302585
186.000000,2.302585
187.000000,2.302585
188.000000,2.302585
189.000000,2.302585
190.000000,2.302585
191.000000,2.302585
192.000000,2.302585
193.000000,2.302585
194.000000,2.302585
195.000000,2.302585
196.000000,2.302585
197.000000,2.302585
198.000000,2.302585
199.000000,2.302585
200.000000,2.302585
201.000000,2.302585
202.000000,2.302585
203.000000,2.302585
204.000000,2.302585
205.000000,2.302585
206.000000,2.302585
207.000000,2.302585
208.000000,2.302585
209.000000,2.302585
210.000000,2.302585
211.000000,2.302585
212.000000,2.302585
213.000000,2.302585
214.000000,2.302585
215.000000,2.302585
216.000000,2.302585
217.000000,2.302585
218.000000,2.302585
219.000000,2.302585
220.000000,2.302585
221.000000,2.302585
222.000000,2.302585
223.000000,2.302585
224.000000,2.302585
225.000000,2.302585
226.000000,2.302585
227.000000,2.302585
228.000000,2.302585
229.000000,2.302585
230.000000,2.302585
231.000000,2.302585
232.000000,2.302585
233.000000,2.302585
234.000000,2.302585
235.000000,2.302585
236.000000,2.302585
237.000000,2.302585
238.000000,2.302585
239.000000,2.302585
240.000000,2.302585
241.000000,2.302585
242.000000,2.302585
243.000000,2.302585
244.000000,2.302585
245.000000,2.302585
246.000000,2.302585
247.000000,2.302585
248.000000,2.302585
249.000000,2.302585
250.000000,2.302585
251.000000,2.302585
252.000000,2.302585
253.000000,2.302585
254.000000,2.302585
255.000000,2.302585
256.000000,2.302585
257.000000,2.302585
258.000000,2.302585
259.000000,2.302585
260.000000,2.302585
261.000000,2.302585
262.000000,2.302585
263.000000,2.302585
264.000000,2.302585
265.000000,2.302585
266.000000,2.302585
267.000000,2.302585
268.000000,2.302585
269.000000,2.302585
270.000000,2.302585
271.000000,2.302585
272.000000,2.302585
273.000000,2.302585
274.000000,2.302585
275.000000,2.302585
276.000000,2.302585
277.000000,2.302585
278.000000,2.302585
279.000000,2.302585
280.000000,2.302585
281.000000,2.302585
282.000000,2.302585
283.000000,2.302585
284.000000,2.302585
285.000000,2.302585
286.000000,2.302585
287.000000,2.302585
288.000000,2.302585
289.000000,2.302585
290.000000,2.302585
291.000000,2.302585
292.000000,2.302585
293.000000,2.302585
294.000000,2.302585
295.000000,2.302585
296.000000,2.302585
297.000000,2.302585
298.000000,2.302585
299.000000,2.302585
300.000000,2.302585
301.000000,2.302585
302.000000,2.302585
303.000000,2.302585
304.000000,2.302585
305.000000,2.302585
306.000000,2.302585
307.000000,2.302585
308.000000,2.302585
309.000000,2.302585
310.000000,2.302585
311.000000,2.302585
312.000000,2.302585
313.000000,2.302585
314.000000,2.302585
315.000000,2.302585
316.000000,2.302585
317.000000,2.302585
318.000000,2.302585
319.000000,2.302585
320.000000,2.302585
321.000000,2.302585
322.000000,2.302585
323.000000,2.302585
324.000000,2.302585
325.000000,2.302585
326.000000,2.302585
327.000000,2.302585
328.000000,2.302585
329.000000,2.302585
330.000000,2.302585
331.000000,2.302585
332.000000,2.302585
333.000000,2.302585
334.000000,2.302585
335.000000,2.302585
336.000000,2.302585
337.000000,2.302585
338.000000,2.302585
339.000000,2.302585
340.000000,2.302585
341.000000,2.302585
342.000000,2.302585
343.000000,2.302585
344.000000,2.302585
345.000000,2.302585
346.000000,2.302585
347.000000,2.302585
348.000000,2.302585
349.000000,2.302585
350.000000,2.302585
351.000000,2.302585
352.000000,2.302585
353.000000,2.302585
354.000000,2.302585
355.000000,2.302585
356.000000,2.302585
357.000000,2.302585
358.000000,2.302585
359.000000,2.302585
360.000000,2.302585
361.000000,2.302585
362.000000,2.302585
363.000000,2.302585
364.000000,2.302585
365.000000,2.302585
366.000000,2.302585
367.000000,2.302585
368.000000,2.302585
369.000000,2.302585
370.000000,2.302585
371.000000,2.302585
372.000000,2.302585
373.000000,2.302585
374.000000,2.302585
375.000000,2.302585
376.000000,2.302585
377.000000,2.302585
378.000000,2.302585
379.000000,2.302585
380.000000,2.302585
381.000000,2.302585
382.000000,2.302585
383.000000,2.302585
384.000000,2.302585
385.000000,2.302585
386.000000,2.302585
387.000000,2.302585
388.000000,2.302585
389.000000,2.302585
390.000000,2.302585
391.000000,2.302585
392.000000,2.302585
393.000000,2.302585
394.000000,2.302585
395.000000,2.302585
396.000000,2.302585
397.000000,2.302585
398.000000,2.302585
399.000000,2.302585
400.000000,2.302585
401.000000,2.302585
402.000000,2.302585
403.000000,2.302585
404.000000,2.302585
405.000000,2.302585
406.000000,2.302585
407.000000,2.302585
408.000000,2.302585
409.000000,2.302585
410.000000,2.302585
411.000000,2.302585
412.000000,2.302585
413.000000,2.302585
414.000000,2.302585
415.000000,2.302585
416.000000,2.302585
417.000000,2.302585
418.000000,2.302585
419.000000,2.302585
420.000000,2.302585
421.000000,2.302585
422.000000,2.302585
423.000000,2.302585
424.000000,2.302585
425.000000,2.302585
426.000000,2.302585
427.000000,2.302585
428.000000,2.302585
429.000000,2.302585
430.000000,2.302585
431.000000,2.302585
432.000000,2.302585
433.000000,2.302585
434.000000,2.302585
435.000000,2.302585
436.000000,2.302585
437.000000,2.302585
438.000000,2.302585
439.000000,2.302585
440.000000,2.302585
441.000000,2.302585
442.000000,2.302585
443.000000,2.302585
444.000000,2.302585
445.000000,2.302585
446.000000,2.302585
447.000000,2.302585
448.000000,2.302585
449.000000,2.302585
450.000000,2.302585
451.000000,2.302585
452.000000,2.302585
453.000000,2.302585
454.000000,2.302585
455.000000,2.302585
456.000000,2.302585
457.000000,2.302585
458.000000,2.302585
459.000000,2.302585
460.000000,2.302585
461.000000,2.302585
462.000000,2.302585
463.000000,2.302585
464.000000,2.302585
465.000000,2.302585
466.000000,2.302585
467.000000,2.302585
468.000000,2.302585
469.000000,2.302585
470.000000,2.302585
471.000000,2.302585
472.000000,2.302585
473.000000,2.302585
474.000000,2.302585
475.000000,2.302585
476.000000,2.302585
477.000000,2.302585
478.000000,2.302585
479.000000,2.302585
480.000000,2.302585
481.000000,2.302585
482.000000,2.302585
483.000000,2.302585
484.000000,2.302585
485.000000,2.302585
486.000000,2.302585
487.000000,2.302585
488.000000,2.302585
489.000000,2.302585
490.000000,2.302585
491.000000,2.302585
492.000000,2.302585
493.000000,2.302585
494.000000,2.302585
495.000000,2.302585
496.000000,2.302585
497.000000,2.302585
498.000000,2.302585
499.000000,2.302585
500.000000,2.302585
501.000000,2.302585
502.000000,2.302585
503.000000,2.302585
504.000000,2.302585
505.000000,2.302585
506.000000,2.302585
507.000000,2.302585
508.000000,2.302585
509.000000,2.302585
510.000000,2.302585
511.000000,2.302585
512.000000,2.302585
513.000000,2.302585
514.000000,2.302585
515.000000,2.302585
516.000000,2.302585
517.000000,2.302585
518.000000,2.302585
519.000000,2.302585
520.000000,2.302585
521.000000,2.302585
522.000000,2.302585
523.000000,2.302585
524.000000,2.302585
525.000000,2.302585
526.000000,2.302585
527.000000,2.302585
528.000000,2.302585
529.000000,2.302585
530.000000,2.302585
531.000000,2.302585
532.000000,2.302585
533.000000,2.302585
534.000000,2.302585
535.000000,2.302585
536.000000,2.302585
537.000000,2.302585
538.000000,2.302585
539.000000,2.302585
540.000000,2.302585
541.000000,2.302585
542.000000,2.302585
543.000000,2.302585
544.000000,2.302585
545.000000,2.302585
546.000000,2.302585
547.000000,2.302585
548.000000,2.302585
549.000000,2.302585
550.000000,2.302585
551.000000,2.302585
552.000000,2.302585
553.000000,2.302585
554.000000,2.302585
555.000000,2.302585
556.000000,2.302585
557.000000,2.302585
558.000000,2.302585
559.000000,2.302585
560.000000,2.302585
561.000000,2.302585
562.000000,2.302585
563.000000,2.302585
564.000000,2.302585
565.000000,2.302585
566.000000,2.302585
567.000000,2.302585
568.000000,2.302585
569.000000,2.302585
570.000000,2.302585
571.000000,2.302585
572.000000,2.302585
573.000000,2.302585
574.000000,2.302585
575.000000,2.302585
576.000000,2.302585
577.000000,2.302585
578.000000,2.302585
579.000000,2.302585
580.000000,2.302585
581.000000,2.302585
582.000000,2.302585
583.000000,2.302585
584.000000,2.302585
585.000000,2.302585
586.000000,2.302585
587.000000,2.302585
588.000000,2.302585
589.000000,2.302585
590.000000,2.302585
591.000000,2.302585
592.000000,2.302585
593.000000,2.302585
594.000000,2.302585
595.000000,2.302585
596.000000,2.302585
597.000000,2.302585
598.000000,2.302585
599.000000,2.302585
600.000000,2.302585
601.000000,2.302585
602.000000,2.302585
603.000000,2.302585
604.000000,2.302585
605.000000,2.302585
606.000000,2.302585
607.000000,2.302585
608.000000,2.302585
609.000000,2.302585
610.000000,2.302585
611.000000,2.302585
612.000000,2.302585
613.000000,2.302585
614.000000,2.302585
615.000000,2.302585
616.000000,2.302585
617.000000,2.302585
618.000000,2.302585
619.000000,2.302585
620.000000,2.302585
621.000000,2.302585
622.000000,2.302585
623.000000,2.302585
624.000000,2.302585
625.000000,2.302585
626.000000,2.302585
627.000000,2.302585
628.000000,2.302585
629.000000,2.302585
630.000000,2.302585
631.000000,2.302585
632.000000,2.302585
633.000000,2.302585
634.000000,2.302585
635.000000,2.302585
636.000000,2.302585
637.000000,2.302585
638.000000,2.302585
639.000000,2.302585
640.000000,2.302585
641.000000,2.302585
642.000000,2.302585
643.000000,2.302585
644.000000,2.302585
645.000000,2.302585
646.000000,2.302585
647.000000,2.302585
648.000000,2.302585
649.000000,2.302585
650.000000,2.302585
651.000000,2.302585
652.000000,2.302585
653.000000,2.302585
654.000000,2.302585
655.000000,2.302585
656.000000,2.302585
657.000000,2.302585
658.000000,2.302585
659.000000,2.302585
660.000000,2.302585
661.000000,2.302585
662.000000,2.302585
663.000000,2.302585
664.000000,2.302585
665.000000,2.302585
666.000000,2.302585
667.000000,2.302585
668.000000,2.302585
669.000000,2.302585
670.000000,2.302585
671.000000,2.302585
672.000000,2.302585
673.000000,2.302585
674.000000,2.302585
675.000000,2.302585
676.000000,2.302585
677.000000,2.302585
678.000000,2.302585
679.000000,2.302585
680.000000,2.302585
681.000000,2.302585
682.000000,2.302585
683.000000,2.302585
684.000000,2.302585
685.000000,2.302585
686.000000,2.302585
687.000000,2.302585
688.000000,2.302585
689.000000,2.302585
690.000000,2.302585
691.000000,2.302585
692.000000,2.302585
693.000000,2.302585
694.000000,2.302585
695.000000,2.302585
696.000000,2.302585
697.000000,2.302585
698.000000,2.302585
699.000000,2.302585
700.000000,2.302585
701.000000,2.302585
702.000000,2.302585
703.000000,2.302585
704.000000,2.302585
705.000000,2.302585
706.000000,2.302585
707.000000,2.302585
708.000000,2.302585
709.000000,2.302585
710.000000,2.302585
711.000000,2.302585
712.000000,2.302585
713.000000,2.302585
714.000000,2.302585
715.000000,2.302585
716.000000,2.302585
717.000000,2.302585
718.000000,2.302585
719.000000,2.302585
720.000000,2.302585
721.000000,2.302585
722.000000,2.302585
723.000000,2.302585
724.000000,2.302585
725.000000,2.302585
726.000000,2.302585
727.000000,2.302585
728.000000,2.302585
729.000000,2.302585
730.000000,2.302585
731.000000,2.302585
732.000000,2.302585
733.000000,2.302585
734.000000,2.302585
735.000000,2.302585
736.000000,2.302585
737.000000,2.302585
738.000000,2.302585
739.000000,2.302585
740.000000,2.302585
741.000000,2.302585
742.000000,2.302585
743.000000,2.302585
744.000000,2.302585
745.000000,2.302585
746.000000,2.302585
747.000000,2.302585
748.000000,2.302585
749.000000,2.302585
750.000000,2.302585
751.000000,2.302585
752.000000,2.302585
753.000000,2.302585
754.000000,2.302585
755.000000,2.302585
756.000000,2.302585
757.000000,2.302585
758.000000,2.302585
759.000000,2.302585
760.000000,2.302585
761.000000,2.302585
762.000000,2.302585
763.000000,2.302585
764.000000,2.302585
765.000000,2.302585
766.000000,2.302585
767.000000,2.302585
768.000000,2.302585
769.000000,2.302585
770.000000,2.302585
771.000000,2.302585
772.000000,2.302585
773.000000,2.302585
774.000000,2.302585
775.000000,2.302585
776.000000,2.302585
777.000000,2.302585
778.000000,2.302585
779.000000,2.302585
780.000000,2.302585
781.000000,2.302585
782.000000,2.302585
783.000000,2.302585
784.000000,2.302585
785.000000,2.302585
786.000000,2.302585
787.000000,2.302585
788.000000,2.302585
789.000000,2.302585
790.000000,2.302585
791.000000,2.302585
792.000000,2.302585
793.000000,2.302585
794.000000,2.302585
795.000000,2.302585
796.000000,2.302585
797.000000,2.302585
798.000000,2.302585
799.000000,2.302585
800.000000,2.302585
801.000000,2.302585
802.000000,2.302585
803.000000,2.302585
804.000000,2.302585
805.000000,2.302585
806.000000,2.302585
807.000000,2.302585
808.000000,2.302585
809.000000,2.302585
810.000000,2.302585
811.000000,2.302585
812.000000,2.302585
813.000000,2.302585
814.000000,2.302585
815.000000,2.302585
816.000000,2.302585
817.000000,2.302585
818.000000,2.302585
819.000000,2.302585
820.000000,2.302585
821.000000,2.302585
822.000000,2.302585
823.000000,2.302585
824.000000,2.302585
825.000000,2.302585
826.000000,2.302585
827.000000,2.302585
828.000000,2.302585
829.000000,2.302585
830.000000,2.302585
831.000000,2.302585
832.000000,2.302585
833.000000,2.302585
834.000000,2.302585
835.000000,2.302585
836.000000,2.302585
837.000000,2.302585
838.000000,2.302585
839.000000,2.302585
840.000000,2.302585
841.000000,2.302585
842.000000,2.302585
843.000000,2.302585
844.000000,2.302585
845.000000,2.302585
846.000000,2.302585
847.000000,2.302585
848.000000,2.302585
849.000000,2.302585
850.000000,2.302585
851.000000,2.302585
852.000000,2.302585
853.000000,2.302585
854.000000,2.302585
855.000000,2.302585
856.000000,2.302585
857.000000,2.302585
858.000000,2.302585
859.000000,2.302585
860.000000,2.302585
861.000000,2.302585
862.000000,2.302585
863.000000,2.302585
864.000000,2.302585
865.000000,2.302585
866.000000,2.302585
867.000000,2.302585
868.000000,2.302585
869.000000,2.302585
870.000000,2.302585
871.000000,2.302585
872.000000,2.302585
873.000000,2.302585
874.000000,2.302585
875.000000,2.302585
876.000000,2.302585
877.000000,2.302585
878.000000,2.302585
879.000000,2.302585
880.000000,2.302585
881.000000,2.302585
882.000000,2.302585
883.000000,2.302585
884.000000,2.302585
885.000000,2.302585
886.000000,2.302585
887.000000,2.302585
888.000000,2.302585
889.000000,2.302585
890.000000,2.302585
891.000000,2.302585
892.000000,2.302585
893.000000,2.302585
894.000000,2.302585
895.000000,2.302585
896.000000,2.302585
897.000000,2.302585
898.000000,2.302585
899.000000,2.302585
900.000000,2.302585
901.000000,2.302585
902.000000,2.302585
903.000000,2.302585
904.000000,2.302585
905.000000,2.302585
906.000000,2.302585
907.000000,2.302585
908.000000,2.302585
909.000000,2.302585
910.000000,2.302585
911.000000,2.302585
912.000000,2.302585
913.000000,2.302585
914.000000,2.302585
915.000000,2.302585
916.000000,2.302585
917.000000,2.302585
918.000000,2.302585
919.000000,2.302585
920.000000,2.302585
921.000000,2.302585
922.000000,2.302585
923.000000,2.302585
924.000000,2.302585
925.000000,2.302585
926.000000,2.302585
927.000000,2.302585
928.000000,2.302585
929.000000,2.302585
930.000000,2.302585
931.000000,2.302585
932.000000,2.302585
933.000000,2.302585
934.000000,2.302585
935.000000,2.302585
936.000000,2.302585
937.000000,2.302585
938.000000,2.302585
939.000000,2.302585
940.000000,2.302585
941.000000,2.302585
942.000000,2.302585
943.000000,2.302585
944.000000,2.302585
945.000000,2.302585
946.000000,2.302585
947.000000,2.302585
948.000000,2.302585
949.000000,2.302585
950.000000,2.302585
951.000000,2.302585
952.000000,2.302585
953.000000,2.302585
954.000000,2.302585
955.000000,2.302585
956.000000,2.302585
957.000000,2.302585
958.000000,2.302585
959.000000,2.302585
960.000000,2.302585
961.000000,2.302585
962.000000,2.302585
963.000000,2.302585
964.000000,2.302585
965.000000,2.302585
966.000000,2.302585
967.000000,2.302585
968.000000,2.302585
969.000000,2.302585
970.000000,2.302585
971.000000,2.302585
972.000000,2.302585
973.000000,2.302585
974.000000,2.302585
975.000000,2.302585
976.000000,2.302585
977.000000,2.302585
978.000000,2.302585
979.000000,2.302585
980.000000,2.302585
981.000000,2.302585
982.000000,2.302585
983.000000,2.302585
984.000000,2.302585
985.000000,2.302585
986.000000,2.302585
987.000000,2.302585
988.000000,2.302585
989.000000,2.302585
990.000000,2.302585
991.000000,2.302585
992.000000,2.302585
993.000000,2.302585
994.000000,2.302585
995.000000,2.302585
996.000000,2.302585
997.000000,2.302585
998.000000,2.302585
999.000000,2.302585
